2026-08-06 14:42:50,060 | INFO | hyde.loogle.runner | Prepared frozen qasper_64k population documents=23 chunks=3129 labeled_queries=1372
2026-08-06 14:42:58,428 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/jinaai/jina-embeddings-v3/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-08-06 14:43:00,255 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/jinaai/jina-embeddings-v3 "HTTP/1.1 200 OK"
Loading weights:   0%|          | 0/492 [00:00<?, ?it/s]Loading weights:  90%|█████████ | 443/492 [00:00<00:00, 4428.04it/s]Loading weights: 100%|██████████| 492/492 [00:00<00:00, 4399.20it/s]
2026-08-06 14:43:00,675 | ERROR | run_hyde | HyDE dataset run failed: 'XLMRobertaLoRA' object has no attribute 'all_tied_weights_keys'
Traceback (most recent call last):
  File "/home/iataghav/SAADI_hyde/run_loogle_hyde.py", line 76, in main
    outputs = run_experiment(
              ^^^^^^^^^^^^^^^
  File "/home/iataghav/SAADI_hyde/src/hyde/loogle/runner.py", line 618, in run_experiment
    encoder = encoder_override or build_dense_encoder(
                                  ^^^^^^^^^^^^^^^^^^^^
  File "/home/iataghav/SAADI_hyde/src/hyde/loogle/retrievers.py", line 295, in build_dense_encoder
    return DenseRetrieverEncoder(
           ^^^^^^^^^^^^^^^^^^^^^^
  File "/home/iataghav/SAADI_hyde/src/hyde/loogle/retrievers.py", line 206, in __init__
    self.model = AutoModel.from_pretrained(self.model_name, **model_kwargs)
                 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/iataghav/SAADI_hyde/.venv/lib/python3.12/site-packages/transformers/models/auto/auto_factory.py", line 385, in from_pretrained
    return model_class.from_pretrained(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/mnt/cache/taghavi/modules/transformers_modules/jinaai/xlm_hyphen_roberta_hyphen_flash_hyphen_implementation/845308d0fd72a8406a3e378450e1a09522790419/modeling_lora.py", line 338, in from_pretrained
    return super().from_pretrained(
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "/mnt/cache/taghavi/modules/transformers_modules/jinaai/xlm_hyphen_roberta_hyphen_flash_hyphen_implementation/845308d0fd72a8406a3e378450e1a09522790419/modeling_xlm_roberta.py", line 442, in from_pretrained
    return super().from_pretrained(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/iataghav/SAADI_hyde/.venv/lib/python3.12/site-packages/transformers/modeling_utils.py", line 4457, in from_pretrained
    loading_info = cls._finalize_model_loading(model, load_config, loading_info)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/iataghav/SAADI_hyde/.venv/lib/python3.12/site-packages/transformers/modeling_utils.py", line 4617, in _finalize_model_loading
    model._move_missing_keys_from_meta_to_device(
  File "/home/iataghav/SAADI_hyde/.venv/lib/python3.12/site-packages/transformers/modeling_utils.py", line 4864, in _move_missing_keys_from_meta_to_device
    for key in missing_keys - self.all_tied_weights_keys.keys():
                              ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/iataghav/SAADI_hyde/.venv/lib/python3.12/site-packages/torch/nn/modules/module.py", line 1967, in __getattr__
    raise AttributeError(
AttributeError: 'XLMRobertaLoRA' object has no attribute 'all_tied_weights_keys'. Did you mean: '_tied_weights_keys'?
